transaction_id;issue_date;certificate_fee;payment_method;student_id;student_name;student_email;student_country;student_age;platform_id;platform_name;platform_country;certificate_id;certificate_name;certificate_type;certificate_language;course_id;course_name;course_category;course_info;online_date
6135;2027-08-10;44.91;Credit Card;488;Charles Martin;charles.martin668@protonmail.com;United States;32;30;LearnWorld;United States;825;Cybersecurity Awareness Certificate;completion;Portuguese;2145;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2025-01-10
1380;2023-10-01;68.11;PayPal;765;Gabriel Schmidt;gabriel.schmidt809@hotmail.com;Poland;22;378;GlobalStream;Germany;13;Database Foundations Certificate;completion;Italian;106;Statistics for Decision Making;Data Science & AI;Prepares students to use descriptive statistics for decision making, requires basic mathematics.;2023-09-30
1381;2023-10-01;55.96;Credit Card;859;Yuki Ferrari;yuki.ferrari127@yahoo.com;United States;49;378;GlobalStream;Germany;13;Database Foundations Certificate;completion;Italian;147;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2023-09-30
4366;2025-09-26;53.08;Credit Card;276;Thomas Petit;thomas.petit167@icloud.com;United States;42;18;AgileNet;Brazil;139;AI Productivity Certificate;completion;English;2857;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2024-09-04
4394;2025-09-29;450.0;Credit Card;334;Pedro Dubois;pedro.dubois338@yahoo.com;United States;28;491;LearnLabs;Portugal;122;Business Analytics Certificate;specialization;Spanish;287;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2021-06-03
469;2022-08-22;57.33;Credit Card;835;Raj Weber;raj.weber916@protonmail.com;Other;47;426;PeakMind;United Kingdom;499;AI Productivity Certificate;completion;German;2858;Statistics for Decision Making;Data Science & AI;Prepares students to use descriptive statistics for decision making, requires basic mathematics.;2021-10-08
382;2022-07-01;62.08;PayPal;548;Elizabeth Miller;elizabeth.miller540@gmail.com;India;45;124;DigitalUniversity;United States;192;Excel Professional Certificate;completion;English;2859;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2021-08-03
1834;2024-03-01;1166.67;Credit Card;864;Layla Alves;layla.alves214@protonmail.com;Other;28;90;PeakPath;United States;180;Operations Excellence Certificate;advanced;English;109;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2023-12-09
9460;2032-08-10;62.01;Credit Card;820;David Durand;david.durand524@gmail.com;Other;41;11;SkillVault;United Kingdom;736;Web Development Foundations Certificate;completion;Portuguese;2860;R for Data Analysis;Data Science & AI;Prepares students to perform statistical analysis in R, requires basic statistics knowledge.;2024-03-06
7162;2029-03-08;382.37;Credit Card;798;Priya Colombo;priya.colombo896@hotmail.com;Portugal;35;472;DataCampus;Australia;609;Financial Modeling Certificate;professional;Portuguese;19;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2024-09-17
10593;2035-07-16;260.4;Credit Card;520;Tiago Patel;tiago.patel32@protonmail.com;France;57;332;CloudGate;Ireland;535;Statistics for Business Certificate;specialization;English;789;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2025-09-15
1230;2023-08-11;120.0;Credit Card;975;Li Becker;li.becker65@icloud.com;Germany;35;301;CoreCampus;Netherlands;519;AI Productivity Certificate;completion;German;334;Excel for Professionals;Finance & Accounting;Prepares students to automate reporting and work with advanced formulas, requires basic Excel skills.;2022-08-16
830;2023-03-03;61.26;Bank Transfer;767;Hina Verma;hina.verma787@hotmail.com;Australia;33;190;PeakStream;United Kingdom;299;AI Productivity Certificate;completion;English;2861;SQL for Data Management;Data Science & AI;Prepares students to query and manage relational databases, requires no prior SQL experience.;2023-02-15
2387;2024-08-06;52.69;Credit Card;406;Ahmed Colombo;ahmed.colombo552@protonmail.com;Australia;54;29;FutureGate;United States;699;AI Productivity Certificate;completion;Spanish;2862;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2023-10-14
8342;2030-11-24;666.11;Bank Transfer;569;Liam Rodrigues;liam.rodrigues233@gmail.com;India;57;223;DataCenter;United States;658;Power BI Analyst Certificate;professional;English;2259;Data Governance Fundamentals;Data Science & AI;Prepares students to define standards for data quality and ownership, requires spreadsheet familiarity.;2025-10-25
5368;2026-05-27;65.14;Bank Transfer;523;Miguel Petit;miguel.petit909@hotmail.com;India;31;229;DataUniversity;United Kingdom;752;Excel Professional Certificate;completion;English;2863;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2025-05-19
5003;2026-01-17;450.0;Credit Card;357;Jin Dubois;jin.dubois110@yahoo.com;Germany;36;62;SparkLearning;India;42;Business Analytics Certificate;specialization;Portuguese;1946;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2022-04-02
2951;2024-12-29;683.33;Credit Card;210;Tiago Becker;tiago.becker401@icloud.com;Italy;43;397;CloudBoost;France;630;Industrial IoT Certificate;advanced;German;2864;Leadership in Digital Teams;Business & Management;Prepares students to manage remote and digital teams effectively, requires workplace experience or interest.;2022-07-28
514;2022-09-08;900.0;Credit Card;638;Hassan Costa;hassan.costa35@gmail.com;South Africa;48;361;ApexPro;United Kingdom;341;Data Professional;professional;Portuguese;2865;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2022-05-14
2666;2024-10-15;863.99;Credit Card;686;Omar Fischer;omar.fischer545@outlook.com;United States;30;273;TechVault;United Kingdom;758;Power BI Analyst Certificate;professional;French;115;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2023-10-28
7338;2029-06-07;787.55;Credit Card;362;Jin Verma;jin.verma92@protonmail.com;Mexico;56;243;TechBoost;United States;500;Operations Excellence Certificate;advanced;Portuguese;5;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2026-02-01
8714;2031-06-17;898.89;Bank Transfer;937;Amina Gupta;amina.gupta415@outlook.com;France;49;243;TechBoost;United States;500;Operations Excellence Certificate;advanced;Portuguese;158;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2026-02-01
5164;2026-02-11;400.98;Credit Card;620;Wei Ferrari;wei.ferrari508@hotmail.com;India;34;286;NexusBoost;United States;774;Agile Practitioner Certificate;professional;Portuguese;2283;Statistics for Decision Making;Data Science & AI;Prepares students to use descriptive statistics for decision making, requires basic mathematics.;2025-09-19
7136;2029-02-22;476.24;Bank Transfer;570;Layla Colombo;layla.colombo657@outlook.com;Mexico;37;375;TechInstitute;United States;789;Financial Modeling Certificate;professional;German;160;Financial Modeling Essentials;Finance & Accounting;Prepares students to build simple financial models, requires spreadsheet skills and basic finance knowledge.;2025-10-27
10615;2035-08-27;63.28;Credit Card;77;Mary Patel;mary.patel676@hotmail.com;France;39;370;DataBoost;United States;124;Cloud Fundamentals Certificate;completion;English;25;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2025-09-20
5510;2026-08-03;951.12;Bank Transfer;242;Zara Gupta;zara.gupta597@icloud.com;United States;53;394;SparkGrow;India;460;Operations Excellence Certificate;advanced;English;93;SQL for Data Management;Data Science & AI;Prepares students to query and manage relational databases, requires no prior SQL experience.;2024-08-01
4170;2025-08-25;548.92;PayPal;608;Isabella Williams;isabella.williams121@icloud.com;Mexico;25;128;EliteSchool;Canada;970;Industrial IoT Certificate;advanced;English;2866;Financial Modeling Essentials;Finance & Accounting;Prepares students to build simple financial models, requires spreadsheet skills and basic finance knowledge.;2021-06-30
3455;2025-04-15;1003.67;PayPal;635;Ali Thomas;ali.thomas479@outlook.com;Germany;54;209;SkillPath;United States;580;Operations Excellence Certificate;advanced;English;1200;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2024-01-03
3766;2025-06-12;68.89;Bank Transfer;279;Hassan Leroy;hassan.leroy184@gmail.com;India;32;372;CoreMind;United States;624;Cloud Fundamentals Certificate;completion;English;2751;Excel for Professionals;Finance & Accounting;Prepares students to automate reporting and work with advanced formulas, requires basic Excel skills.;2021-11-07
2253;2024-06-30;1034.56;Credit Card;849;Mariana Rodrigues;mariana.rodrigues215@yahoo.com;Spain;55;372;CoreMind;United States;620;Operations Excellence Certificate;advanced;Italian;2477;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2021-11-07
8997;2031-11-07;87.81;Credit Card;737;Elizabeth Bruno;elizabeth.bruno871@protonmail.com;Portugal;57;260;CoreStream;Canada;285;Cybersecurity Awareness Certificate;completion;English;2867;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2024-09-20
6978;2028-11-26;531.28;PayPal;588;Ava Romano;ava.romano915@icloud.com;Germany;20;263;OpenConnect;United States;649;Financial Modeling Certificate;professional;Spanish;2868;Web Development Basics;Technology & IT;Prepares students to understand front-end and back-end web concepts, requires basic computer literacy.;2025-03-27
3792;2025-06-17;86.01;Bank Transfer;388;Jin Kumar;jin.kumar493@gmail.com;India;33;321;AgileWorks;United States;872;Excel Professional Certificate;completion;English;2869;Leadership in Digital Teams;Business & Management;Prepares students to manage remote and digital teams effectively, requires workplace experience or interest.;2022-08-12
858;2023-03-17;557.72;Credit Card;594;Luca Bernard;luca.bernard492@outlook.com;Other;58;310;CloudHive;Spain;543;Project Management Certificate;professional;English;184;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2021-06-09
8460;2031-01-31;369.7;Bank Transfer;212;João Schmidt;joão.schmidt880@protonmail.com;India;38;218;CloudSchool;Canada;906;Business Intelligence Specialist;specialization;English;1848;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2025-10-21
8961;2031-10-18;1005.3;Credit Card;226;Hina Leroy;hina.leroy690@protonmail.com;United States;30;379;RiseMind;India;628;Machine Learning Foundations Certificate;advanced;Italian;2870;Web Development Basics;Technology & IT;Prepares students to understand front-end and back-end web concepts, requires basic computer literacy.;2024-12-24
10354;2034-07-26;303.64;Bank Transfer;58;Hina Bianchi;hina.bianchi344@icloud.com;India;36;480;PeakInstitute;United States;862;Business Analytics Certificate;specialization;Portuguese;2871;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2024-08-24
2657;2024-10-12;868.3;PayPal;391;Neha Richard;neha.richard122@icloud.com;South Africa;57;48;BrightBoost;United Kingdom;217;Supply Chain Analytics Certificate;advanced;English;169;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2024-09-28
8599;2031-04-07;1400.0;Credit Card;349;Karen Verma;karen.verma305@hotmail.com;United States;22;420;PrimeLearning;United States;390;Industrial IoT Certificate;advanced;German;1050;Operations Management;Business & Management;Prepares students to optimize workflows and resources, requires basic business knowledge.;2024-01-08
1147;2023-07-09;1037.13;Credit Card;664;Jennifer Richard;jennifer.richard497@protonmail.com;Portugal;30;439;PeakCampus;India;770;Industrial IoT Certificate;advanced;English;134;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2023-01-20
4188;2025-08-28;45.65;Debit Card;760;Patricia Leroy;patricia.leroy942@gmail.com;France;55;145;SmartCampus;Brazil;444;Cloud Fundamentals Certificate;completion;English;94;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2021-10-27
1384;2023-10-02;762.96;PayPal;997;Aisha Weber;aisha.weber215@gmail.com;United States;38;144;BrightSchool;Brazil;430;Industrial IoT Certificate;advanced;English;2872;Statistics for Decision Making;Data Science & AI;Prepares students to use descriptive statistics for decision making, requires basic mathematics.;2022-05-07
2766;2024-11-10;263.09;Debit Card;342;Olivia Müller;olivia.müller44@icloud.com;Canada;24;354;ProUniversity;Brazil;6;Business Intelligence Specialist;specialization;Spanish;1968;Process Improvement Techniques;Professional Development;Prepares students to improve processes using structured methods, requires analytical thinking.;2024-03-27
10270;2034-05-08;72.47;Credit Card;381;Aisha Shah;aisha.shah615@outlook.com;Germany;43;102;NovaVault;India;399;AI Productivity Certificate;completion;English;2873;Industrial IoT Fundamentals;Professional Development;Prepares students to understand sensors, connectivity, and monitoring systems, requires basic technical curiosity.;2025-06-02
3995;2025-07-23;303.18;PayPal;557;Hassan Müller;hassan.müller621@protonmail.com;United States;57;325;FutureVault;South Korea;367;Digital Marketing Analyst;specialization;Spanish;2874;Business Intelligence Foundations;Professional Development;Prepares students to design dashboards and reports, requires basic numerical reasoning.;2024-12-19
437;2022-07-29;413.18;Bank Transfer;247;Jin Pillai;jin.pillai429@gmail.com;United States;33;312;DataAcademy;Germany;54;Agile Practitioner Certificate;professional;Italian;199;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2022-07-26
9963;2033-08-08;561.48;Bank Transfer;727;Min Costa;min.costa283@yahoo.com;Brazil;50;133;NovaWorld;Brazil;523;Project Management Certificate;professional;Spanish;2875;Financial Modeling Essentials;Finance & Accounting;Prepares students to build simple financial models, requires spreadsheet skills and basic finance knowledge.;2025-10-17
2037;2024-05-04;64.95;Credit Card;843;William Hoffmann;william.hoffmann433@outlook.com;India;28;197;PeakBoost;United States;692;Excel Professional Certificate;completion;German;2876;Business Intelligence Foundations;Professional Development;Prepares students to design dashboards and reports, requires basic numerical reasoning.;2021-08-08
5506;2026-08-01;840.53;PayPal;716;James Pillai;james.pillai811@yahoo.com;United States;49;476;EliteMind;Singapore;914;Agile Practitioner Certificate;professional;English;2502;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2025-06-09
2165;2024-06-08;635.31;Credit Card;537;Ahmed Martins;ahmed.martins365@icloud.com;Spain;47;58;PrimeSchool;France;840;Operations Excellence Certificate;advanced;English;2877;Financial Modeling Essentials;Finance & Accounting;Prepares students to build simple financial models, requires spreadsheet skills and basic finance knowledge.;2023-08-26
4803;2025-12-10;894.54;Credit Card;994;Inês Silva;inês.silva440@yahoo.com;United Kingdom;53;348;ApexAcademy;United States;300;Operations Excellence Certificate;advanced;Spanish;1745;Process Improvement Techniques;Professional Development;Prepares students to improve processes using structured methods, requires analytical thinking.;2024-07-25
5097;2026-01-31;224.21;Credit Card;891;Richard Costa;richard.costa3@hotmail.com;Italy;46;452;NexusForge;United States;935;Statistics for Business Certificate;specialization;English;2;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2024-05-15
6348;2027-12-12;900.0;Credit Card;787;Barbara Brown;barbara.brown115@icloud.com;India;24;420;PrimeLearning;United States;298;Power BI Analyst Certificate;professional;Italian;2878;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2024-01-08
3046;2025-01-20;112.55;PayPal;53;Linda Verma;linda.verma478@icloud.com;Brazil;50;52;NexusAcademy;United States;16;Web Development Foundations Certificate;completion;English;2879;R for Data Analysis;Data Science & AI;Prepares students to perform statistical analysis in R, requires basic statistics knowledge.;2022-11-18
8055;2030-06-30;40.8;Bank Transfer;992;Lucas Greco;lucas.greco511@icloud.com;United States;43;478;SparkCampus;India;185;Cybersecurity Awareness Certificate;completion;English;2880;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2025-11-19
5478;2026-07-19;681.11;Credit Card;948;Li Bianchi;li.bianchi772@protonmail.com;India;20;373;DataLearning;United States;157;Supply Chain Analytics Certificate;advanced;English;2881;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2024-11-05
3960;2025-07-17;779.92;Debit Card;127;Liam Shah;liam.shah964@yahoo.com;India;41;291;CloudWorld;United States;198;Power BI Analyst Certificate;professional;English;195;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2025-04-22
10133;2034-01-07;85.08;Credit Card;638;Hassan Costa;hassan.costa35@gmail.com;South Africa;48;10;BrightLearning;Ireland;873;Database Foundations Certificate;completion;English;96;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2025-03-10
7286;2029-05-12;330.82;Bank Transfer;54;Inês Oliveira;inês.oliveira856@hotmail.com;India;28;347;SparkBoost;Netherlands;611;HR Analytics Certificate;specialization;Italian;2353;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2024-03-21
6904;2028-10-14;304.69;Debit Card;323;David Ferrari;david.ferrari191@hotmail.com;United Kingdom;40;332;CloudGate;Ireland;286;Business Intelligence Specialist;specialization;French;2882;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2025-09-15
5979;2027-05-02;101.14;Credit Card;95;Ali Nair;ali.nair837@hotmail.com;United States;44;371;ZenNet;United States;724;Cloud Fundamentals Certificate;completion;English;107;Web Development Basics;Technology & IT;Prepares students to understand front-end and back-end web concepts, requires basic computer literacy.;2024-07-25
4252;2025-09-09;374.59;Bank Transfer;416;Mary Schneider;mary.schneider854@yahoo.com;Brazil;35;142;LearnInstitute;Brazil;575;Statistics for Business Certificate;specialization;English;1777;Data Governance Fundamentals;Data Science & AI;Prepares students to define standards for data quality and ownership, requires spreadsheet familiarity.;2021-05-02
2853;2024-12-03;257.44;Bank Transfer;979;Amina Johnson;amina.johnson489@gmail.com;India;20;138;SparkPro;Brazil;546;Business Intelligence Specialist;specialization;Portuguese;2000;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2024-10-25
10325;2034-06-30;591.5;Credit Card;330;Li Martin;li.martin54@protonmail.com;South Africa;63;147;ZenLabs;Portugal;657;Supply Chain Analytics Certificate;advanced;French;2883;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2026-02-01
4503;2025-10-18;318.25;Credit Card;636;Omar Durand;omar.durand323@yahoo.com;Netherlands;47;206;DigitalGrow;United Kingdom;181;Data Professional;professional;English;2884;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2025-04-04
4086;2025-08-10;274.85;Credit Card;131;Michael Costa;michael.costa469@yahoo.com;India;48;75;BrightHive;United States;891;HR Analytics Certificate;specialization;English;2885;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2021-12-11
3931;2025-07-11;301.99;PayPal;106;Jessica Wagner;jessica.wagner605@gmail.com;United Kingdom;43;377;ByteWorld;United States;958;Power BI Analyst Certificate;professional;French;2886;Process Improvement Techniques;Professional Development;Prepares students to improve processes using structured methods, requires analytical thinking.;2024-09-01
10521;2035-03-04;79.16;Credit Card;940;Elizabeth Schneider;elizabeth.schneider581@protonmail.com;United Kingdom;31;247;EduCampus;United States;292;Excel Professional Certificate;completion;Portuguese;79;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2025-04-30
10255;2034-04-22;65.09;PayPal;990;Jennifer Wilson;jennifer.wilson246@protonmail.com;Brazil;55;286;NexusBoost;United States;304;Cloud Fundamentals Certificate;completion;Italian;2887;Operations Management;Business & Management;Prepares students to optimize workflows and resources, requires basic business knowledge.;2025-09-19
1064;2023-06-06;1400.0;Debit Card;745;Patricia Schulz;patricia.schulz887@yahoo.com;United States;53;236;OpenStream;India;220;Operations Excellence Certificate;advanced;Portuguese;90;Data Governance Fundamentals;Data Science & AI;Prepares students to define standards for data quality and ownership, requires spreadsheet familiarity.;2022-11-26
2508;2024-09-04;1014.84;Credit Card;243;Hina Ferrari;hina.ferrari50@gmail.com;United Kingdom;23;228;TechLearning;United States;490;Industrial IoT Certificate;advanced;Spanish;99;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2022-12-30
9656;2033-01-05;71.76;Credit Card;442;Lucas Schneider;lucas.schneider144@gmail.com;India;54;268;ProSphere;India;724;Cloud Fundamentals Certificate;completion;English;2888;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2025-01-26
5908;2027-03-26;161.88;PayPal;107;Thomas Jones;thomas.jones521@icloud.com;United States;53;350;LearnAcademy;United States;742;Business Analytics Certificate;specialization;English;2889;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2023-11-14
4328;2025-09-20;369.65;PayPal;168;Aisha Greco;aisha.greco187@yahoo.com;Other;46;401;GlobalNet;Canada;63;Project Management Certificate;professional;English;2890;Industrial IoT Fundamentals;Professional Development;Prepares students to understand sensors, connectivity, and monitoring systems, requires basic technical curiosity.;2022-07-22
5133;2026-02-07;361.75;Credit Card;896;Giulia Moreau;giulia.moreau193@yahoo.com;United States;26;93;ApexNet;India;842;Business Analytics Certificate;specialization;English;683;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2025-01-29
3318;2025-03-18;64.98;Credit Card;401;Maria Schulz;maria.schulz970@gmail.com;Spain;37;117;TechWorks;United States;745;Cybersecurity Awareness Certificate;completion;Portuguese;27;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2021-06-13
3319;2025-03-18;120.0;Debit Card;514;Jin Ferreira;jin.ferreira480@outlook.com;Canada;30;117;TechWorks;United States;745;Cybersecurity Awareness Certificate;completion;Portuguese;110;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2021-06-13
10096;2033-12-07;276.83;Credit Card;497;Karen Moreau;karen.moreau716@outlook.com;United States;61;42;NovaInstitute;Canada;706;Business Intelligence Specialist;specialization;Portuguese;52;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2024-11-24
10406;2034-09-16;302.36;Credit Card;195;Linda Pereira;linda.pereira467@icloud.com;Germany;54;46;DigitalHub;United States;387;Digital Marketing Analyst;specialization;Portuguese;123;SQL for Data Management;Data Science & AI;Prepares students to query and manage relational databases, requires no prior SQL experience.;2025-11-25
10502;2035-02-11;362.66;Credit Card;289;Emma Petit;emma.petit375@protonmail.com;India;40;178;ApexMind;Germany;281;Data Professional;professional;Spanish;1087;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2025-10-05
5209;2026-02-21;397.06;Credit Card;850;Maria Brown;maria.brown522@protonmail.com;United States;46;437;NovaGrow;United Kingdom;655;Statistics for Business Certificate;specialization;Italian;2891;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2022-08-28
3094;2025-01-31;52.44;PayPal;647;Pedro Sharma;pedro.sharma37@icloud.com;United Kingdom;53;312;DataAcademy;Germany;756;Web Development Foundations Certificate;completion;English;199;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2022-07-26
8092;2030-07-20;1081.32;Bank Transfer;489;William Bianchi;william.bianchi29@outlook.com;Germany;60;421;ProInstitute;India;860;Operations Excellence Certificate;advanced;Italian;32;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2024-06-30
7113;2029-02-08;1195.74;Bank Transfer;428;Amina Alves;amina.alves698@hotmail.com;Portugal;52;421;ProInstitute;India;860;Operations Excellence Certificate;advanced;Italian;127;Business Intelligence Foundations;Professional Development;Prepares students to design dashboards and reports, requires basic numerical reasoning.;2024-06-30
2231;2024-06-25;74.96;Credit Card;876;Maria Singh;maria.singh980@protonmail.com;Brazil;54;136;NovaGate;Portugal;436;Web Development Foundations Certificate;completion;Italian;11;Industrial IoT Fundamentals;Professional Development;Prepares students to understand sensors, connectivity, and monitoring systems, requires basic technical curiosity.;2021-04-04
2232;2024-06-25;120.0;Credit Card;461;Miguel Hoffmann;miguel.hoffmann477@protonmail.com;Netherlands;52;136;NovaGate;Portugal;436;Web Development Foundations Certificate;completion;Italian;58;Process Improvement Techniques;Professional Development;Prepares students to improve processes using structured methods, requires analytical thinking.;2021-04-04
2233;2024-06-25;58.55;Credit Card;109;Ava Durand;ava.durand720@hotmail.com;Portugal;36;136;NovaGate;Portugal;436;Web Development Foundations Certificate;completion;Italian;67;Business Intelligence Foundations;Professional Development;Prepares students to design dashboards and reports, requires basic numerical reasoning.;2021-04-04
5198;2026-02-16;120.0;Credit Card;746;Jessica Weber;jessica.weber225@gmail.com;Portugal;51;431;PrimeGrow;India;552;Excel Professional Certificate;completion;English;189;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2025-09-18
4339;2025-09-21;182.67;PayPal;153;Lucas Wagner;lucas.wagner268@hotmail.com;Poland;64;403;PrimeWorks;United States;267;Digital Marketing Analyst;specialization;Italian;2892;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2023-05-13
3690;2025-05-29;1190.41;Credit Card;701;Omar Brown;omar.brown615@yahoo.com;India;40;232;DigitalNet;Netherlands;488;Machine Learning Foundations Certificate;advanced;English;2893;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2023-07-02
526;2022-09-17;271.14;Bank Transfer;223;Ana Costa;ana.costa149@gmail.com;India;52;79;NexusGate;Germany;291;HR Analytics Certificate;specialization;Spanish;2894;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2022-04-09
7453;2029-07-31;56.58;Credit Card;571;Jessica Singh;jessica.singh556@hotmail.com;Argentina;47;354;ProUniversity;Brazil;953;Database Foundations Certificate;completion;Portuguese;2895;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2024-03-27
2607;2024-09-29;159.34;Credit Card;36;Layla Kumar;layla.kumar332@outlook.com;United States;59;13;ByteBoost;Canada;226;Business Intelligence Specialist;specialization;English;522;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2023-02-17
2217;2024-06-22;524.86;Bank Transfer;756;Gabriel Pillai;gabriel.pillai673@outlook.com;Portugal;29;52;NexusAcademy;United States;709;Financial Modeling Certificate;professional;Spanish;2896;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2022-11-18
2294;2024-07-12;64.73;PayPal;905;Mary Robert;mary.robert984@protonmail.com;India;25;210;SmartPath;United Kingdom;456;Web Development Foundations Certificate;completion;Italian;18;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2024-02-03
2919;2024-12-20;610.87;Bank Transfer;631;Zara Ferreira;zara.ferreira884@protonmail.com;France;36;109;SmartAcademy;Netherlands;618;Power BI Analyst Certificate;professional;Italian;2263;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2021-09-10
57;2021-09-06;93.44;Credit Card;962;Omar Pillai;omar.pillai402@protonmail.com;United States;30;136;NovaGate;Portugal;72;Excel Professional Certificate;completion;Spanish;11;Industrial IoT Fundamentals;Professional Development;Prepares students to understand sensors, connectivity, and monitoring systems, requires basic technical curiosity.;2021-04-04
